pk,user_pk,caption,like_count,taken_at
3388105604953988858,50927065299,"📚 Book Review: The Book of Minds by Philip Ball 📚

The Book of Minds is a comprehensive and thought-provoking exploration of the nature of minds. It draws on insights from a wide range of fields, including neuroscience, psychology, philosophy, and artificial intelligence. The book is a valuable resource for anyone who wants to learn more about minds and how they work.",188,1718113683
3390468306686628335,399036128,"Pope Francis joined world leaders for a “family photo” at the G7 summit in Fasano, Italy.",863,1718395414
3425039327380814071,1759341862,"Nobody likes AI, but now you can cite a study that says nobody likes AI.

https://futurism.com/the-byte/study-consumers-turned-off-products-ai",1300,1722516526
3403359727123089502,46218147,"Morgan Freeman has thanked fans for calling his attention to the ""unauthorized"" use of artificial intelligence (AI) to imitate his voice. https://bit.ly/3xIt6Om",222,1719932125
3145213413504621081,3134401744,"The founder and CEO of an e-commerce Indian firm, named 'Dukaan', has come under fire from social media users after announcing that his company has replaced 90 per cent of its customer care team with an artificial intelligence (AI) chatbot

Read full story: https://www.wionews.com/technology/ai-over-human-staff-indian-ceo-replaces-90-workforce-with-bot-internet-outraged-614666",133,1689158678
3415918092724934394,65734726050,Follow For Love 😘,6207,1721429202
3240328735050608635,2754610,"The future of OpenAI was thrown into chaos Monday after hundreds of employees at the artificial intelligence company threatened to quit and join ousted CEO Sam Altman at Microsoft.

Late Sunday, OpenAI’s board said it would back its ouster of Altman and named Emmett Shear as interim CEO. Meanwhile, Microsoft, a major investor in OpenAI, hired Altman to lead its AI research.",139,1700497308
3154778979000477391,374099,What’s your favorite nature sound? 🐋,309,1690298982
3410681969866877947,19837372888,I’m sorry but using AI art in this day and age is so embarrassing,1844,1720804996
3225097372194305825,42950869,"Happening Today:

2:15 PM: President Biden and Vice President Harris will participate in an event highlighting the Administration’s commitment to advancing the safe, secure, and trustworthy development and use of Artificial Intelligence.   
3:30 PM: Vice President Harris will ceremonially swear in the President's Advisory Council on African Diaspora Engagement in the United States.",262,1698681588
3161658382611142770,58134309921,World’s 1st AI Camera has NO LENSES 📸,303,1691119091
3181252685848888253,1822638,"At least three Chinese tech firms including Baidu, Baichuan Intelligent Technology and Zhipu AI are launching artificial intelligence products after getting government approval as China accelerates AI deployment https://reut.rs/3PiP4gR",126,1693454894
3395526780125866427,21723588,"Nvidia used to be the kind of company that only nerds and hard-core tech bros knew about. It designed high-end, specialized graphics chips for gamers, the kind who liked to take apart their PCs and tweak their motherboards. But, it turned out, these niche processors could do something else really well: handle all the complex work needed for artificial-intelligence programs like OpenAI’s Dall-E image generator and its text bot ChatGPT.",132,1718998356
3315658736394400384,1611708271,"Count the rainbows as a winter storm rolls through Visalia on February 18, dropping a half inch of rain. This view is provided by @alertcalifornia California’s Rocky Hill camera, one of more than 1,000 cameras keeping an eye on California. The wildfire detection partnership between ALERTCalifornia and #CALFIRE, utilizing Artificial Intelligence to identify fire more quickly, was named one of Time’s Best Inventions of 2023.  #rainbow #CAwx",248,1709477546
3399544655341279395,3189157336,"RIP indeed, Glassdoor and LinkedIn

These 09 AI tools will help you land your dream job.",452,1719477324
3240977233803874134,247784713,"Salesforce CEO Marc Benioff said the software company will match the salary of any researcher who resigns from OpenAI, as over 700 employees of the embattled artificial intelligence company threaten to quit and follow ousted CEO Sam Altman to Microsoft. https://www.forbes.com/sites/britneynguyen/2023/11/20/salesforce-ceo-offers-jobs-to-any-openai-researchers-who-resign/?sh=16b92d12efdc&utm_source=ig_threads&utm_medium=social&utm_campaign=forbes",106,1700574615
3257563963050512243,62231305945,16 artificial intelligence love 💕,124,1702551907
3542580435399664319,60769328359,"You know who knows climate change is real? 

Insurance companies.",29901,1736528518
3273060991568513955,11380087,"A 13-year-old in Oklahoma became the first player to beat the original 1988 Nintendo version of the game Tetris.

During a livestream on Dec. 21, Willis Gibson, who goes by the screen name “blue scuti,” shocked viewers by triggering a never-before-documented ""kill screen"" glitch on Level 157 after 38 minutes of gameplay.",1878,1704399579
3273063395324541121,11380087,"Willis’ screen froze, and his Tetris score read “999999” as his celebration and shock were caught on video. Previously, human players had only managed to beat the game using a Tetris-playing artificial intelligence program.

“Oh my God,” Willis said upon realizing his achievement. “I can’t feel my fingers.” https://www.pbs.org/newshour/nation/i-cant-feel-my-fingers-13-year-old-is-first-gamer-ever-to-beat-tetris",462,1704399583
3398815728566081563,1822638,A union representing Hollywood film and television crew said it has reached a tentative three-year deal with major studios that includes agreed-on pay hikes and guardrails against the use of artificial intelligence https://reut.rs/3VD77Al,127,1719390430
3480385531211453128,327693598,"The parents of a Massachusetts teenager are suing his high school after they said he was accused of cheating for using an artificial intelligence tool on an assignment.

The teen's parents, Jennifer and Dale Harris, told Boston ABC affiliate WCVB their son used AI to assist with research for a history paper, but not to write the paper itself.

""They told us our son cheated on a paper, which is not what happened,"" Jennifer Harris told WCVB.

Read more: https://trib.al/5PK5HXI",100,1729114308
3263301186765604070,1822638,"India is testing artificial intelligence to build climate models to improve weather forecasting as torrential rains, floods and droughts proliferate across the vast country, a top weather official said https://reut.rs/4ayOQKY",112,1703235837
3163299797082670271,1072450671,"A 22-year-old woman from #Kolkata said that #ChatGPT had led to a 90% reduction in her income, as per report. Read more - https://www.hindustantimes.com/technology/chatgpt-artificial-intelligence-tool-caused-90-drop-in-income-panic-attack-22-year-old-kolkata-girl-student-report-101691309225724.html",308,1691314743
3346891244772015752,1047914188,My gf told me she felt bad for this guy doing the robot in Times Square bc he wasn’t making much money and I was like sure but that’s the only job safe from artificial intelligence,180,1713200549
3266030861684659708,192592722,"This is 2023 in artificial intelligence part 3:

January

Stock photo giant Getty Images filed a lawsuit against Stability AI alleging copyright infringement. The company showed solid proof that Stable Diffusion was trained on its photo archive without consent, compensation, and credit.

Getty is asking for $1.8 trillion in damages, and the UK court is allowing the case to move to trial in what will set the standard for legal actions against the biggest art heist in human history.",162,1703561240
3365814589889848072,38737749073,This student was suspended because he told his teacher her breathe smelled like sh—👀,325,1715456387
3364927270736851752,17616713688,"Today, I want to share a list I've compiled of the best FREE Data Science resources in 2024.

Join our Instagram channel for more free ML Projects and Notes: https://ig.me/j/AbahX5yvAI1V106H/

Perfect for anyone looking to sharpen their data science skills this year.

Happy Learning!",118,1715350611
3272903062246809402,35297610726,"“Our generational task is to ensure that A.I. is a tool for lessening the vast disparities of wealth and opportunity that plague us, not exacerbating them.” @rokhannausa 
https://www.nytimes.com/2024/01/04/opinion/artificial-intelligence-truckers-writers.html?smid=nytcore-ios-share&referringSource=articleShare",105,1704380470
3361311746352283735,42950869,i had to check before posting - and i did - and this is actually him,1290,1714919638
3252684499676595215,244885446,"In the new year I'm going to start all my posts with a dramatic eye-catching question, like...
IS A GIANT ASTEROID HURTLING TOWARD EARTH???
...then add ""I don't know, but I will say this..."" and then post whatever I was going to post in the first place.

IS ARTIFICIAL INTELLIGENCE ALTERING HUMAN DNA???
I don't know, but I will say this... I had pasta for dinner four times this week.

That kind of thing. I hope you all enjoy it.",369,1701970230
3514771937649860282,1566415294,"NEW: Oxford has officially signed a strategic alliance with [the Ellison Institute of Technology (EIT)] to address humanity's greatest challenges. 

The alliance is centred on collaboration to accelerate innovation across EIT's four Humane Endeavours: 
- Health and medical science 
- Food security and sustainable agriculture 
- Climate change and clean energy 
- Government innovation in the age of artificial intelligence.",154,1733213487
3337623884831603670,59949824724,"President Joe Biden spoke on the phone today with Chinese President Xi Jinping about climate change, the US/China economic relationship, artificial intelligence and countering the illegal flow of fentanyl. The call lasted for 105 minutes.

Donald Trump spoke with his lawyers, shitposted on Truth Social and held a Michigan rally at which he again dehumanized Latino immigrants.",107,1712095793
3297082867195892736,6286444,"An employee at the Hong Kong office of a multinational company transferred nearly $26 million to scammers last month after unwittingly attending a video call with deepfakes of their co-workers ― including the company’s chief financial officer.

The employee was the only human attending the video call, while the fake participants were impersonated with the help of artificial intelligence, a member of the Hong Kong police told reporters Sunday.",135,1707262927
3555134416014092657,5630155732,"When most people picture me, especially in my early years, they probably think of a kid sitting behind a computer. But my childhood was actually full of outdoor adventures. My friends and I loved going on challenging hikes all around Washington with nothing more than Hamburger Helper and a tarp—and, on one instance on Vancouver Island, a homemade raft: https://gatesnot.es/3Ef93tS",1460,1738025069
3367629078549250140,36017971447,reelsvideo,5529,1715672704
3435307256982621343,5980587082,"The Harris campaign is 🔥🔥🔥

""Not so fresh off NABJ, Florida, and Twitter glitches, Donald Trump intends to deliver another self-obsessed rant full of his own personal grievances to distract from his toxic Project 2025 agenda, unpopular running mate, and increasing detachment from the reality of the voters who will decide this election.

These remarks will not be artificial intelligence, but they certainly will lack intelligence.""",488,1723740559
3535197860372655071,1482438469,"Hello 2025 - what good have we done on this blue ball since 2000? 
- notable improvement in child health due to better vaccination rates & reduced global poverty
- significant progress in renewable energy
- increased global access to information (internet & smartphones) 
- advancements in medical technology (gene editing, personalized medicine)
- hugely improved batteries
- development of artificial intelligence
- 3D printing
- reusable rockets
Where to focus next?",149,1735648447
3196310675663018191,1660373030,"When Pennsylvanians use new technologies in their daily lives, they expect their government to adapt and improve to better serve them.

AI is here — we should take steps to understand it and utilize it responsibly and ethically.
 
https://apnews.com/article/ai-artificial-intelligence-pennsylvania-josh-shapiro-c7e334ce30728df67dcad5fbad321680",120,1695249946
3545693867778507235,50122295913,"I’ll never understand why people get upset if doctors Google something. If medicine was so easy I could remember it all with no mistakes, there would be no reason for physicians at all. It is extremely complicated and lab values can be the same in patients but mean completely different things. There are hundreds of variables we are considering at all times. Also guidelines are frequently changing as new research comes out

I’d much rather a doctor look it up than assume they know everything",192,1736899668
3485054249050594479,65117952636,"Best Udacity Courses Certification
-Data Engineering with AWS
https://bit.ly/3BjMlit
2- C++
https://bit.ly/3zndu3G
-Data Analyst
https://bit.ly/3zpc2Od
4-Intro to Programming
https://bit.ly/3TChkNb
5-Product Manager
https://bit.ly/3Xre8VM
6-Data Structures and Algorithms
https://bit.ly/47wlR9K
7-Artificial Intelligence for Trading
https://bit.ly/4eqvZ67
8-Data Scientist
https://bit.ly/3MOm92h
9-Deep Learning
https://bit.ly/3XvpYyi
10-Full Stack Web Developer
https://bit.ly/4exkvhl
onlinecourses",171,1729670862
3348422789796345910,39643192594,"If you're into deep learning, then you know that students usually one of the two paths:

- Computer vision
- Natural language processing (NLP)

If you're into NLP, here are 5 fundamental concepts you should know:",104,1713383123
3347105254666490050,265121,Brutal reviews for Humane Ai Pin suggest that the tech industry's overpromising about AI is starting to catch up with it. I wrote about where the company went wrong https://www.platformer.news/humanes-folly-and-the-ai-hype-hangover/,352,1713226061
3279304727773131416,5954698659,"A Video made by Artificial Intelligence(AI),doesn't know about riding a specified small motorized bicycles.

AIで特定小型原動機付自転車の動画生成しましたっ☆おおむね成功ですっ☆",229,1705148395
3435343229019254759,6286444,"Ahead of former President Trump’s press conference today at his club in New Jersey, the Harris-Walz campaign sent out a press release that says, in part:

“Donald Trump to Ramble Incoherently and Spread Dangerous Lies in Public, but at a Different Home.”

“[Trump] will hold another public meltdown.”

“These remarks will certainly not be artificial intelligence, but they certainly will lack intelligence.”",215,1723744847
3158204158427163648,1956292712,"A balanced view of the issues of open vs closed LLMs.

Quote: <<Princeton computer science professor Arvind Narayanan told Vox that “the bottleneck for bad actors isn’t generating misinformation — it’s distributing it and persuading people.” He added, “AI, whether open source or not, hasn’t made those steps any easier.”>>

https://www.vox.com/technology/2023/7/28/23809028/ai-artificial-intelligence-open-closed-meta-mark-zuckerberg-sam-altman-open-ai",194,1690707295
3337348980524991310,51778342737,"⚡CNN: Ukraine reportedly using AI to help target drones.

Ukraine has begun equipping some of its attack drones with artificial intelligence (AI)-powered targeting capabilities, CNN reported on April 2, citing a source with knowledge of Ukraine's drone program. 

The AI-powered drones have reportedly been used as part of Ukraine's ongoing campaign to target the Russian energy industry.",109,1712063022
3281150091216051841,3158587882,"If you ask ChatGPT whether Israel deserves to have its own country and right to self-determination, the answer is:

Yes, every country has the right to be sovereign and safe from attacks. It’s a God-given right to freedom.

If you ask ChatGPT whether Palestine deserves the same, the answer is:

It’s a complicated issue with deep problems.

I.e. if you’re white you deserve freedom; if you’re not then it’s complicated.

Seems like artificial intelligence is neither “artificial” nor “intelligent.”",156,1705363593
3555563888072559703,4710578338,🇨🇴 hola tu...,1132,1738076266
3306265214914012536,291916767,"Threads gave us a peek behind the curtain of their algorithm recently.

Here’s what we learned 🧵⬇️

TechThreads",171,1708357549
3384125225917464551,558170,"According to the research by MIT Ph.D. student Eric Martínez, GPT-4 did not, as initially claimed, outperform 90% of the bar exam candidates, but rather ranked at the 69th percentile among all candidates and the 48th percentile among first-time test-takers.🧵1/3

https://www.livescience.com/technology/artificial-intelligence/gpt-4-didnt-ace-the-bar-exam-after-all-mit-research-suggests-it-barely-passed",166,1717639185
3304858745187990233,55420269,"All of us will be disabled one day.

All of us will one day be too old or sick to continue working.

“I shouldn’t have to care about someone else’s problems!!”

You should, because when your time comes you’ll wish someone cared about yours.",4466,1708189884
3544788033457534027,95561,Posted this morning about what we're going to focus on this year on Instagram this morning: https://www.instagram.com/p/DExLMjZzfdv/.,1308,1736791684
3302605502378270368,327693598,The family of a teen murdered at Parkland's Marjory Stoneman Douglas High School is launching a campaign where re-created voices of gun violence victims — using artificial intelligence — will call federal lawmakers. https://abcnews.visitlink.me/jLtKLY,138,1707921277
3417887743361472917,10159984641,"The safety of our children should be our number one priority — and as a former federal law enforcement officer, I know that child exploitation and abuse is an epidemic in the United States. That's why I’m backing a bipartisan effort to crack down on the creation of child sexual abuse material using artificial intelligence.

As technology evolves, we must make sure our legal system can prevent digital exploitation, protect our kids, and hold criminals accountable.",232,1721663991
3364984899341175637,2670586414,"The Free University of Brussels has announced its withdrawal from a scientific project on artificial intelligence that involved two Israeli institutions, the Palestinian Information Centre has confirmed. The Belgian university has apparently taken the decision in light of Israel’s war against the Palestinians in Gaza.

https://www.middleeastmonitor.com/20240509-belgian-university-ends-collaboration-with-israeli-institutions/",119,1715357480
3548692755150242797,60769328359,"Not just the end of democracy but the end of capitalism and the rise of technofeudalism. We are slipping into a system where tech companies function like modern feudal lords. A new tech-enabled system based not on competition, wage labour, and profit-seeking but market monopoly, unpaid labour, and rent-seeking. Reminiscent of European feudalism, a system where the majority of the population lived under the dominion of a small elite.",259,1737257163
3548469618444277190,69724808842,"Black and white photography...

Street photography...

All photographs are real, no artificial intelligence was used...

@sergiopscastro",214,1737230563
3267125023704219883,6946980135,"The New York Times filed a lawsuit against OpenAI and Microsoft for copyright infringement. 

• The complaint alleges that OpenAI and Microsoft's ""unlawful use of The Times's work to create artificial intelligence products that compete with it threatens The Times's ability to provide that service."" 

• The NYT argues that while those firms ""engaged in widescale copying from many sources,"" they placed ""particular emphasis"" on the NYT's content.",197,1703691674
3408354618088280886,13209447199,"Kenza Layli, a hijab-wearing model created by Moroccan artificial intelligence experts, has made history by becoming the world's first-ever Miss AI, the New York Post reported.

https://dialoguepakistan.com/en/sci-tech/hijab-wearing-kenza-layli-crowned-world-s-first--miss-ai

DialoguePakistan #hijab #model #MissAI #NewYork #world #artificial #intelligence #Moroccan #KenzaLayli",293,1720527554
3225088801972809168,175341077,"AI just got regulated.

Thank God Trump isn't in charge of calibrating AI development. 

He'd design it to send him all the money.

https://www.whitehouse.gov/briefing-room/statements-releases/2023/10/30/fact-sheet-president-biden-issues-executive-order-on-safe-secure-and-trustworthy-artificial-intelligence/",141,1698680566
3235526855195101266,2119997,"During the strikes @alxwinter has provided me and a group of concerned creative people with a lot of access to the top AI engineering and legal minds in field and I thought his take on the SAG contract was really insightful

https://www.wired.com/story/hollywood-actors-sag-artificial-intelligence-contract/",163,1699924879
3214875787538315755,30855355,"Spoiler: Photography has been a highly mediated, curated and edited medium pretty much since the instant it came into existence. While it is indeed useful to remind people that photos can lie, or at least, offer a intentionally optimized version of the world, the fact is they've been doing that since the days of soft lighting and Vaseline on the lens. It's just easier to do now. 

https://www.wired.com/story/google-pixel-8-artificial-intelligence-photos/",134,1697463080
3529056364178572014,5480416234,"OpenAI announced o3 this week and I immediately put my employees on PIP. 

AI can code faster than you.

AI doesn’t have distracting kids to take care of.

AI is better at following directions. 

What they don’t know is I’m monitoring all of their mouse movements and keyboard strokes to build up a large amount of training data. 

I’m also collecting their discarded fingernails. 

Once o3 is released, I will have cheap virtual clones of each of my employees. 

How is this possible?",169,1734916323
3304072532112239938,49978946,"Joe Rogan is once again propagating germ theory denialism. Once again, he hosts guests who claim AIDS is caused by poppers, not HIV. This lie started with RFK Jr, one of the worst anti-science scammers.

No reputable scientist or person who understands science denies that pathogenic microorganisms cause specific diseases. CENTURIES of data support this.

Notoriety isn’t expertise. Listening to people because they are loud & have a lot of followers isn’t a way to vet sources.

ScienceThreads",1914,1708096160
3484031535417090624,7185791349,Can someone please photoshop me in a Beetlejuice background?,151,1729548945
3271335831409966579,48283353082,"Belgium took over the EU Council Presidency on 1 January. It will be an exceptional challenging 6 months.

At the end of April, the European Parliament will meet for its last plenary session before the European elections are held in the first week of June. All legislative projects that have not been completed by then will have to be tackled by the next European Parliament and a newly formed European Commission in the autumn.",152,1704193642
3261702205371421591,1822638,The Biden administration said it was taking the first step toward writing key standards and guidance for the safe deployment of generative artificial intelligence and how to test and safeguard systems https://reut.rs/48rC13g,101,1703045224
3329053075502807714,327693598,"In a nod to one of the state's most iconic residents, Tennessee Gov. Bill Lee on Thursday signed off on legislation designed to protect songwriters, performers and other music industry professionals against the potential dangers of artificial intelligence.

The move makes Tennessee, long known as the birthplace of country music and the launchpad for musical legends, the first state in the U.S. to enact such measures. https://trib.al/HbIdDgT",143,1711074073
3536152944428802695,69724808842,"Black and white photography...

Street photography...

All photographs are real, no artificial intelligence was used...

@sergiopscastro

All rights reserved",145,1735762301
3329174901989763756,57715779752,"WONDERLAND IS FINALLY COMING!!😭🩷

According to the report, the production team decided to release this movie in June 2024. After 4 years, we can finally see them!
Starring Suzy, Park BoGum, Choi WooShik, Jung YuMi, Tang Wei, and Gong Yoo.

Wonderland is a virtual world, a place for people to reunite with a person they may not meet again by simulating them through artificial intelligence. A woman (Suzy) in her 20s requests to meet her lover (BoGum), who is in a vegetative state.",113,1711088596
3250883780868214973,245853115,"He can’t help himself.

Our ads get to him every. single. time.",5883,1701755567
3451150054679198684,10687344986,"👀 Senator @campbell4tn : “Trump recently shared AI-generated images falsely suggesting Taylor Swift endorsed his campaign… not only misleading but also raise legal concerns under Tennessee’s new Ensuring Likeness, Voice and Image Security (ELVIS) Act…” https://www.tennessean.com/story/opinion/contributors/2024/09/05/trump-taylor-swift-tennessee-elvis-act-artificial-intelligence/74999638007/",264,1725629167
3340356125130754130,265121,Great story about all the underhanded ways tech companies are obtaining data to train LLMs without having to (gasp) pay anyone for it https://www.nytimes.com/2024/04/06/technology/tech-giants-harvest-data-artificial-intelligence.html,148,1712421502
3347493609124001827,58840879290,"OpenAI allegedly scraped millions of hours of YouTube videos and transcribed them when they ran out of data to train their AI, in 2021.

Google allegedly turned a blind eye because they were doing the same thing with YouTube videos (the company denies this)

I don't know if I've ever listened to a podcast that made me this jealous of a peer. Kudos to Cade Metz and everyone at the NY Times who worked on this.

https://www.nytimes.com/2024/04/16/podcasts/the-daily/ai-data.html?rref=vanity",182,1713272356
3264433192966207558,284399,man what’s the world coming to when you create a best friend in your own image and it STILL won’t do racisms,3048,1703370783
3537176666167724574,440276698,X-ray of the hand shows this. What is your diagnosis?,1187,1735884339
3240246461966355915,1258618,"A few top headlines this morning:

1️⃣ Former first lady Rosalynn Carter died yesterday at age 96. She’s remembered for a lifetime spent as a mental health advocate and humanitarian.

2️⃣ Israel and Hamas are inching toward a deal to release some of the roughly 240 hostages taken from Israel in the Oct. 7 attacks.

3️⃣ OpenAI co-founder and the influential creator of ChatGPT Sam Altman will lead a new artificial intelligence team at Microsoft.",574,1700487500
3268457017616061145,327693598,"From new vaccines to the first drugs of their kind for hard-to-treat disorders, 2023 has been a year full of medical breakthroughs.

They offer opportunities for people to protect themselves from diseases, slow down the effects of others and even incorporate artificial intelligence into cancer diagnoses.

Here are seven of the biggest innovations in the health and science space this year. https://abcnews.go.com/Health/7-biggest-medical-breakthroughs-2023/story?id=105555925",183,1703850460
3263945365673390095,558170,"According to The New York Times, Apple has reportedly struck deals with several major publishers to collect their news content for training its generative AI systems.

The company is said to be negotiating deals worth at least $50 million with key news and publishing organizations including Condé Nast, NBC News, and IAC. 🧵1/2

https://www.nytimes.com/2023/12/22/technology/apple-ai-news-publishers.html

Tidbits 

The image was generated using Midjourney V6",137,1703312629
3255625162233142385,10687344986,"ICYMI: Turning Point USA Founder Charlie Kirk and his podcast crew said Taylor Swift is “gonna destroy the country” because she got girls to register to vote and attacked her for being childless, a “bad influence”, how she dresses, etc

(h/t @meidastouch : https://t.co/1fEThfq2FU)",138,1702322918
3255471450261057394,5596452091,請幫我想出道藝名 跟aespa一樣要有AI感,925,1702302460
3212829923513633889,3239003105,"A lotta economists and policy wonks are moving over here from twitter. So this thread is an invitation: If you're an economist or econ policy wonk — or you just want to learn to love them — and you want to find your crew, announce yourself below. Help me help others find you.",707,1697219201
3240251994840548249,1152137,Breaking: 550 of 700 employees of OpenAi tell the board to resign.,2855,1700488160
3489409613873869331,3910607774,27 yrs Old PhD scholar Rabin Sharma from Baglung was awarded a full tuition scholarship to study Artificial Intelligence & Policy executive education courses at Harvard University. He represented Nepal among professionals from big companies all around the world & is a lecturer of MBA & a commercial banker. He is currently pursuing a Ph.D in Business education from Tribhuwan University & aims to integrate AI in assessment methods in education. ❤️🇳🇵,108,1730190062
3483192094065624028,60653058465,"🇺🇦 Ukraine is developing the 'Sting' drone interceptor, which can fly at speeds of over 160 km/h and at altitudes of up to 3 km. The operator will control it through VR glasses, and in the future, they plan to add an artificial intelligence system for automatic targeting.

The Sting will cost ten times less than the Shahed-136.

https://www.telegraph.co.uk/us/news/2024/10/20/anti-drone-ukraine-iranian-kamikazes-russia/",100,1729448876
3344058041973645324,35313165955,Artificial intelligence 😭😭😭,131,1712862805
3555563380820646056,68924937464,"“This has to be the coolest Wall-E build I’ve ever seen! 🤖⚙️

⚒️ by Matt Hobbs 

WallE #DIY #CreativeBuilds”",870,1738076229
3164817540279495503,1326018790,"A curious intervention in the field of tech-aided education has landed on its robotic feet in Chennai. Shreya Banerjee writes for #THMetroPlus about a high-tech buddy that brings the classroom to its screen through interactive lessons, song, dance and play. 

https://www.thehindu.com/news/cities/chennai/this-robot-aims-to-introduce-artificial-intelligence-to-chennais-school-going-children/article67167661.ece",101,1691495672
3252851923661234695,46089946650,"Please stop laughing at CatGPT. Please stop sharing this picture. It's not funny. This is a slippery slope. It might only meow for now, but what's next? What will our cats do if CatGPT takes their jobs? Do we really want artificial intelligence to sleep all day? To scoff at the $50 worth of cat food you just purchased? To knock your full glass of water over and feel zero remorse when it shatters on the floor? Call me a Luddite, but I believe we must destroy CatGPT to protect our feline friends.",237,1701990188
3548353202500563909,2713455141,"""The Nine Faces of Angels.
 
Artificial intelligence helps me create the Ten  Faces of Angels. The group includes Michael, Gabriel, Raphael, Uriel, Metatron, Zadkiel, Azrael, Raziel, Lucifer and Samael. 

#aigenerated #aiart #ai #aivideo #aigram #aigram #aigeneratedvideos #midjourney #angel #angels #fallen #heven #actors  #michael #raphael #uriel #samael #gabriel #azrael #metatron #raziel #lucifer #zadkiel",103,1737216691
3554817424894821340,1945866880,Introverts don’t hate talking. We hate small talk.,11774,1737987281
3554874547303893056,66982876584,What food are you craving rn? 🌭🍒🍑🍆,356,1737994090
3551715029382780838,4521570137,"Unpopular opinion: AI doesn’t “hallucinate”, it is just full of errors.

Calling bad outputs “hallucinations” is just marketing BS to make a buggy model seem “human” when it isn’t. It’s a word guesser that is wrong a lot of the time.",2587,1737617447
3549946522952054213,70931105344,"No Botox, no filters, no surgery - just 100% natural!💙",1755,1737406624
3550593447663119761,1200159158,"Can any T supporter explain to me how removing caps on drug prices helps the American people?
Or even more specifically - how it helps you??

I’ll wait…",20935,1737483744
3547612471316056451,2013830330,Natural magic,18107,1737128384
3549299054347618305,1376464684,"This guy found the secret to dominating any field.

• MIT AI researcher
• Brazilian JiuJitsu black belt
• Podcast with 500 MILLION listens

Nobel winners say he's on a ""higher intellectual level"".

How Lex Fridman disrupted traditional media (& why MIT hid his research)🧵",152,1737329443
3542821451690216958,46207912257,"The fires in los Angeles continue 🔥🔥
📹 @ai_creactiions AI Threads",773,1736557290
3199690081803385423,193578318,"The Writers Guild of America strike might be coming to an end, more than 4 months after it began, with a tentative deal between the union and the Alliance of Motion Picture and Television Producers (AMPTP). Now union members must vote to ratify the terms of the contract before it becomes final.",202,1695652803
3209026981215614819,55505231115,Are you a journalist new to the Threads community or looking to make more connections here? Tag yourself below and mention the beat you cover so that others can find you!,6614,1696765848
3484509362312445808,6946980135,"Elon Musk, Tesla and Warner Brothers Discovery are being sued by ""Blade Runner 2049"" production firm Alcon Entertainment for alleged copyright infringement, which accused them on Monday of ""a massive economic theft.""",2008,1729605907
3476684825622734605,464757140,I asked Chat GPT to give me a list of jobs where human beings cannot possibly be replaced by robots or any other AI. Below were the responses;,2696,1728673149
3482151282534361672,68262849544,Ai robot reacts to being touched.,9714,1729324866
3185398072477558691,5957045941,"cannot give a strong enough recommendation for my friend and co-conspirator mustafa suleyman’s new book
 
a must (!) read if you want to know how society can manage the rapid pace of ai advances…
…that we are not prepared for
https://www.the-coming-wave.com/",129,1693949062
3467897659059791330,27892923483,Help us prove A.I. wrong.,1518,1727625688
3447541869016619365,7382425675,"As you go to church today, remember that JD Vance said that only miserable, godless people fight for racial and gender equity. 🙃",625,1725199173
3255342496937225615,11630601130,"뉴욕 맨해튼의 작은 방에서 공부, 운동, 세탁소 아르바이트, 술집 아르바이트를 하며 심지어 뉴욕의 자유의여신상도 보러가지 못한 대학생 Jay. 인공지능 학문에 빠져, 하루종일 도서관에서 공부만하며 목에 파스 붙이고 친구도 하나 없던 저는. 언젠가 셔츠를 접고 팔에 타투를 한 쿨한 인공지능 교수가 되고 싶었습니다ㅋㅋ 셔츠를 접었을때 보이는 타투는 없고 앞으로 할 생각도 없지만, 그래도 오늘 인공지능을 가르치는 대우 교수가 되었습니다. 인공지능이 갑자기 발전하며 생각지 못하게 젊은 나이에 되었네요! 앞으로 모두가 인공지능을 안전하게 사용하기 위해 연구/개발과 교육으로 세상에 많은 기여를 하겠습니다.",219,1702287088
3435308486752472348,3701865110,So good.,8134,1723740705
3426435486645492117,4580928954,"Mexico City, 1980",4556,1722682961
3417317180143539308,235149027,Maybe *I'm* AI,141,1721595974
3164036696004965428,52691601,"Dear — and  I mean this: God. Y’all better pay attention to what’s happening. And fat cats @Zoom you ought to be ashamed of yourselves. #Damn.

https://stackdiary.com/zoom-terms-now-allow-training-ai-on-user-content-with-no-opt-out/",412,1691402588
3374637368811654310,811743,“LLMs aren’t necessarily always the best approach to get at factuality.”,203,1716508166
3381758055447071455,45430090486,Trump bus crashes into light pole today on the way to Staten Island rally for Trump.,3380,1717356996
3365225743364529163,352758767,Defending Elon Musk is one of the biggest red flags in a person. 🚩,7321,1715386191
3149145343531094442,6941896089,YALL HAVE TO STOP THE AI ACTING ON TIKTOK LIVE PLSSS😭😭😭 Like y’all want that BAG so bad,472,1689627400
3148478739003561539,1285554631,Hands down best iOS 17 feature 🙃,1024,1689547944
3339210197262464125,3701865110,"I should quit now because I will never top the honor of being quoted on The Last Word by the legendary Laurence Tribe about Judge Aileen Cannon:

“She’s awfully good at being—as George Conway put it in a conversation with me today—he said, ‘she’s uniquely incompetent but effective.’”",8082,1712284912
3331748278393371347,197391653,"Donald Trump has a private jet.
Donald Trump lives in private clubs.
Donald Trump assembled a private militia to attack the Capitol.

Now he gets his own private system of justice — available to him alone.

NO ONE ELSE would get the special treatment he gets.

NO ONE should.",9202,1711395366
